"place","date","amount"
"51147",2020-03-30,10.05
"51147",2020-04-05,20.05
"51147",2020-04-06,30.05
"51149",2020-03-22,20.05
"51149",2020-03-24,20.05
"51149",2020-03-25,10.05
"51149",2020-03-26,20.05
"51149",2020-03-27,10.05
"51153",2020-03-08,20.05
"51153",2020-03-10,10.05
"51153",2020-03-12,10.05
"51153",2020-03-14,70.05
"51153",2020-03-15,10.05
"51155",2020-03-29,10.05
"51155",2020-04-02,10.05
"51155",2020-04-04,10.05
"51155",2020-04-05,10.05
"51155",2020-04-11,10.05
"51157",2020-04-02,10.05
"51157",2020-04-19,10.05
"51157",2020-04-23,10.05
"51157",2020-04-25,20.05
"51157",2020-04-27,10.05
"51159",2020-03-31,10.05
"51159",2020-04-02,10.05
"51159",2020-04-04,10.05
"51159",2020-04-05,20.05
"51159",2020-04-09,20.05
"51161",2020-03-20,10.05
"51161",2020-03-23,10.05
"51161",2020-03-26,10.05
"51161",2020-03-27,10.05
"51161",2020-03-30,10.05
"51163",2020-03-18,10.05
"51163",2020-03-23,10.05
"51163",2020-03-30,10.05
"51163",2020-04-12,20.05
"51163",2020-04-25,10.05
"51165",2020-03-17,20.05
"51165",2020-03-22,20.05
"51165",2020-03-25,10.05
"51165",2020-03-27,40.05
"51165",2020-03-28,20.05
"51167",2020-04-01,10.05
"51167",2020-04-09,10.05
"51167",2020-04-19,10.05
"51167",2020-04-26,10.05
"51167",2020-04-27,10.05
"51169",2020-04-05,30.05
"51169",2020-04-13,10.05
"51169",2020-04-16,10.05
"51169",2020-04-20,10.05
"51169",2020-04-23,10.05
"51171",2020-03-20,30.05
"51171",2020-03-24,10.05
"51171",2020-03-25,20.05
"51171",2020-03-26,10.05
"51171",2020-03-27,10.05
"51173",2020-03-25,10.05
"51173",2020-03-27,10.05
"51173",2020-04-02,10.05
"51173",2020-04-03,20.05
"51173",2020-04-04,30.05
"51175",2020-03-22,10.05
"51175",2020-03-28,10.05
"51175",2020-03-29,20.05
"51175",2020-03-30,10.05
"51175",2020-04-09,10.05
"51177",2020-03-09,10.05
"51177",2020-03-17,10.05
"51177",2020-03-23,10.05
"51177",2020-03-24,20.05
"51177",2020-03-25,10.05
"51179",2020-03-11,10.05
"51179",2020-03-13,10.05
"51179",2020-03-17,30.05
"51179",2020-03-18,10.05
"51179",2020-03-21,10.05
"51181",2020-03-26,10.05
"51181",2020-03-29,20.05
"51181",2020-04-15,10.05
"51181",2020-05-04,10.05
"51181",2020-05-07,10.05
"51183",2020-03-27,10.05
"51183",2020-03-29,10.05
"51183",2020-03-30,10.05
"51183",2020-03-31,10.05
"51183",2020-04-02,10.05
"51185",2020-03-24,10.05
"51185",2020-03-25,10.05
"51185",2020-04-01,10.05
"51185",2020-04-02,10.05
"51185",2020-04-22,10.05
"51187",2020-03-21,10.05
"51187",2020-03-22,10.05
"51187",2020-03-26,10.05
"51187",2020-03-29,10.05
"51187",2020-04-01,10.05
"51191",2020-03-21,10.05
"51191",2020-03-24,10.05
"51191",2020-03-29,10.05
"51191",2020-03-31,20.05
"51191",2020-04-02,50.05
"51193",2020-03-29,10.05
"51193",2020-03-30,10.05
"51193",2020-04-01,10.05
"51193",2020-04-03,20.05
"51193",2020-04-05,30.05
"51195",2020-03-31,10.05
"51195",2020-04-02,20.05
"51195",2020-04-03,10.05
"51195",2020-04-04,10.05
"51195",2020-04-05,30.05
"51197",2020-03-24,10.05
"51197",2020-03-27,10.05
"51197",2020-04-01,10.05
"51197",2020-04-03,30.05
"51197",2020-04-05,10.05
"51199",2020-03-11,10.05
"51199",2020-03-15,20.05
"51199",2020-03-17,20.05
"51199",2020-03-19,10.05
"51199",2020-03-20,20.05
"51510",2020-03-08,10.05
"51510",2020-03-10,10.05
"51510",2020-03-14,20.05
"51510",2020-03-16,10.05
"51510",2020-03-18,10.05
"51520",2020-03-22,10.05
"51520",2020-04-28,10.05
"51520",2020-05-05,10.05
"51520",2020-05-16,10.05
"51520",2020-06-28,10.05
"51530",2020-03-29,10.05
"51530",2020-03-31,30.05
"51530",2020-04-12,10.05
"51530",2020-04-25,10.05
"51530",2020-05-02,20.05
"51540",2020-03-12,10.05
"51540",2020-03-17,30.05
"51540",2020-03-19,10.05
"51540",2020-03-20,10.05
"51540",2020-03-21,30.05
"51550",2020-03-19,10.05
"51550",2020-03-20,20.05
"51550",2020-03-21,10.05
"51550",2020-03-22,10.05
"51550",2020-03-23,20.05
"51570",2020-04-03,10.05
"51570",2020-04-04,10.05
"51570",2020-04-05,20.05
"51570",2020-04-06,20.05
"51570",2020-04-08,40.05
"51580",2020-03-27,10.05
"51580",2020-05-09,10.05
"51580",2020-05-15,10.05
"51580",2020-06-25,20.05
"51580",2020-07-12,10.05
"51590",2020-03-18,10.05
"51590",2020-03-20,10.05
"51590",2020-03-22,20.05
"51590",2020-03-28,30.05
"51590",2020-03-29,20.05
"51595",2020-03-29,10.05
"51595",2020-03-30,10.05
"51595",2020-04-03,20.05
"51595",2020-04-04,10.05
"51595",2020-04-06,20.05
"51600",2020-04-12,20.05
"51600",2020-04-13,10.05
"51600",2020-04-14,80.05
"51600",2020-04-15,100.05
"51600",2020-04-16,10.05
"51610",2020-04-15,240.05
"51610",2020-04-17,10.05
"51610",2020-04-19,10.05
"51610",2020-04-28,90.05
"51610",2020-04-29,10.05
"51620",2020-03-26,10.05
"51620",2020-03-29,20.05
"51620",2020-03-30,10.05
"51620",2020-04-03,10.05
"51620",2020-04-04,10.05
"51630",2020-03-20,10.05
"51630",2020-03-28,10.05
"51630",2020-03-29,20.05
"51630",2020-03-30,30.05
"51630",2020-04-02,10.05
"51640",2020-03-22,10.05
"51640",2020-04-20,30.05
"51640",2020-04-26,50.05
"51640",2020-04-27,10.05
"51640",2020-04-28,20.05
"51650",2020-03-21,10.05
"51650",2020-03-22,40.05
"51650",2020-03-23,20.05
"51650",2020-03-25,20.05
"51650",2020-03-26,40.05
"51660",2020-03-08,10.05
"51660",2020-03-20,10.05
"51660",2020-03-21,10.05
"51660",2020-03-22,20.05
"51660",2020-03-25,10.05
"51670",2020-03-23,10.05
"51670",2020-03-25,20.05
"51670",2020-03-26,10.05
"51670",2020-03-28,10.05
"51670",2020-03-29,20.05
"51678",2020-03-29,20.05
"51678",2020-03-30,10.05
"51678",2020-04-26,10.05
"51678",2020-04-27,10.05
"51678",2020-05-12,10.05
"51680",2020-03-21,10.05
"51680",2020-03-22,10.05
"51680",2020-03-24,10.05
"51680",2020-03-25,10.05
"51680",2020-03-26,10.05
"51683",2020-03-20,20.05
"51683",2020-03-21,10.05
"51683",2020-03-23,10.05
"51683",2020-03-24,10.05
"51683",2020-03-25,20.05
"51685",2020-03-24,10.05
"51685",2020-03-29,10.05
"51685",2020-04-01,20.05
"51685",2020-04-03,10.05
"51685",2020-04-05,20.05
"51690",2020-04-23,20.05
"51690",2020-05-09,10.05
"51690",2020-05-11,10.05
"51690",2020-05-12,10.05
"51690",2020-05-13,30.05
"51700",2020-03-15,10.05
"51700",2020-03-16,10.05
"51700",2020-03-19,10.05
"51700",2020-03-20,10.05
"51700",2020-03-21,40.05
"51710",2020-03-15,10.05
"51710",2020-03-16,20.05
"51710",2020-03-18,10.05
"51710",2020-03-19,10.05
"51710",2020-03-21,10.05
"51720",2020-04-13,10.05
"51720",2020-04-14,10.05
"51720",2020-06-17,20.05
"51720",2020-07-15,10.05
"51720",2020-07-18,30.05
"51730",2020-03-25,20.05
"51730",2020-03-27,20.05
"51730",2020-03-29,40.05
"51730",2020-03-30,10.05
"51730",2020-04-04,30.05
"51735",2020-03-21,10.05
"51735",2020-03-23,10.05
"51735",2020-03-27,10.05
"51735",2020-04-02,10.05
"51735",2020-04-04,10.05
"51740",2020-03-15,10.05
"51740",2020-03-19,20.05
"51740",2020-03-23,10.05
"51740",2020-03-26,80.05
"51740",2020-03-27,10.05
"51750",2020-03-21,10.05
"51750",2020-04-17,10.05
"51750",2020-04-19,10.05
"51750",2020-05-15,10.05
"51750",2020-05-19,20.05
"51760",2020-03-13,30.05
"51760",2020-03-15,20.05
"51760",2020-03-16,10.05
"51760",2020-03-18,20.05
"51760",2020-03-19,30.05
"51770",2020-03-24,10.05
"51770",2020-03-25,50.05
"51770",2020-03-28,30.05
"51770",2020-03-30,10.05
"51770",2020-04-01,10.05
"51775",2020-03-28,10.05
"51775",2020-04-09,20.05
"51775",2020-04-11,10.05
"51775",2020-04-12,20.05
"51775",2020-04-17,20.05
"51790",2020-03-30,10.05
"51790",2020-04-08,10.05
"51790",2020-04-11,10.05
"51790",2020-04-12,10.05
"51790",2020-04-13,10.05
"51800",2020-03-16,10.05
"51800",2020-03-25,20.05
"51800",2020-03-26,10.05
"51800",2020-03-27,20.05
"51800",2020-03-29,40.05
"51810",2020-03-08,20.05
"51810",2020-03-09,10.05
"51810",2020-03-10,10.05
"51810",2020-03-17,130.05
"51810",2020-03-20,60.05
"51820",2020-03-26,20.05
"51820",2020-04-04,10.05
"51820",2020-04-05,20.05
"51820",2020-04-08,10.05
"51820",2020-04-12,10.05
"51830",2020-03-12,10.05
"51830",2020-03-15,30.05
"51830",2020-03-17,10.05
"51830",2020-03-23,10.05
"51830",2020-03-24,10.05
"51840",2020-03-24,10.05
"51840",2020-03-25,20.05
"51840",2020-03-27,20.05
"51840",2020-03-29,40.05
"51840",2020-03-30,10.05
